n,k,theta,p,dt,t,total_damping,S_traj_mean,S_traj_p95,chi_mean,chi_sem,chi_max,chi3_mean,censored,saturated,wall_s,S_op_mpdo,chi_mpdo,sat_mpdo
12,10,0.500000,0.035000,1.000000,10.000000,0.299718,3.880051,4.430440,49.0312,2.4885,63,1.452663e+05,false,false,5.95,NaN,0,false
12,10,0.500000,0.050000,1.000000,10.000000,0.401263,3.546434,4.189946,45.4688,2.2741,63,1.159717e+05,false,false,5.76,NaN,0,false
12,10,0.500000,0.080000,1.000000,10.000000,0.565612,2.737951,3.599097,36.7188,2.1856,60,6.675034e+04,false,false,5.11,NaN,0,false
12,10,0.500000,0.120000,1.000000,10.000000,0.721499,1.956491,3.016452,30.5000,1.9500,53,3.982606e+04,false,false,4.67,NaN,0,false
12,10,0.500000,0.200000,1.000000,10.000000,0.892626,0.651215,1.649562,18.1250,1.3234,35,9.074188e+03,false,false,3.90,NaN,0,false
12,10,0.650000,0.000000,1.300000,13.000000,0.000000,4.579548,4.579548,64.0000,0.0000,64,2.621440e+05,false,false,4.24,NaN,0,false
12,10,0.650000,0.005000,1.300000,13.000000,0.048890,4.599448,4.672407,63.6250,0.1472,64,2.576896e+05,false,false,6.74,NaN,0,false
12,10,0.650000,0.010000,1.300000,13.000000,0.095618,4.565806,4.665564,62.4062,0.9988,64,2.479573e+05,false,false,6.57,NaN,0,false
12,10,0.650000,0.020000,1.300000,13.000000,0.182927,4.356724,4.699211,54.3750,2.3729,64,1.868734e+05,false,false,6.34,NaN,0,false
12,10,0.650000,0.035000,1.300000,13.000000,0.299718,4.073342,4.602178,49.8438,2.5045,64,1.518039e+05,false,false,6.10,NaN,0,false
12,10,0.650000,0.050000,1.300000,13.000000,0.401263,3.869193,4.472487,49.9688,2.2645,63,1.474846e+05,false,false,5.89,NaN,0,false
12,10,0.650000,0.080000,1.300000,13.000000,0.565612,2.913518,3.746281,39.0625,2.2238,60,7.815944e+04,false,false,5.29,NaN,0,false
12,10,0.650000,0.120000,1.300000,13.000000,0.721499,1.963749,2.891497,30.2188,1.7220,52,3.642753e+04,false,false,4.79,NaN,0,false
12,10,0.650000,0.200000,1.300000,13.000000,0.892626,0.752755,1.688117,20.0312,1.3937,42,1.207197e+04,false,false,4.27,NaN,0,false
12,10,0.800000,0.000000,1.600000,16.000000,0.000000,4.553643,4.553643,64.0000,0.0000,64,2.621440e+05,false,false,4.29,NaN,0,false
12,10,0.800000,0.005000,1.600000,16.000000,0.048890,4.589558,4.695412,63.7812,0.1075,64,2.595330e+05,false,false,6.72,NaN,0,false
12,10,0.800000,0.010000,1.600000,16.000000,0.095618,4.581591,4.697757,62.5000,0.9939,64,2.489982e+05,false,false,6.59,NaN,0,false
12,10,0.800000,0.020000,1.600000,16.000000,0.182927,4.410238,4.746480,54.9688,2.3985,64,1.928582e+05,false,false,6.44,NaN,0,false
12,10,0.800000,0.035000,1.600000,16.000000,0.299718,4.134585,4.616856,50.5625,2.5233,64,1.579051e+05,false,false,6.16,NaN,0,false
12,10,0.800000,0.050000,1.600000,16.000000,0.401263,3.879451,4.513333,49.5625,2.3409,63,1.459966e+05,false,false,5.98,NaN,0,false
12,10,0.800000,0.080000,1.600000,16.000000,0.565612,2.991657,4.039572,41.4062,2.0324,60,8.719028e+04,false,false,5.44,NaN,0,false
12,10,0.800000,0.120000,1.600000,16.000000,0.721499,1.920570,3.116798,32.0625,1.9883,53,4.528838e+04,false,false,4.93,NaN,0,false
12,10,0.800000,0.200000,1.600000,16.000000,0.892626,0.690881,1.830513,19.6562,1.2995,34,1.068541e+04,false,false,4.29,NaN,0,false
12,10,0.950000,0.000000,1.900000,19.000000,0.000000,4.506085,4.506085,64.0000,0.0000,64,2.621440e+05,false,false,4.31,NaN,0,false
12,10,0.950000,0.005000,1.900000,19.000000,0.048890,4.521411,4.594877,62.7812,0.9977,64,2.523534e+05,false,false,6.73,NaN,0,false
12,10,0.950000,0.010000,1.900000,19.000000,0.095618,4.522066,4.596659,62.5625,0.9949,64,2.497424e+05,false,false,6.60,NaN,0,false
12,10,0.950000,0.020000,1.900000,19.000000,0.182927,4.330045,4.665359,54.6875,2.3863,64,1.900051e+05,false,false,6.37,NaN,0,false
12,10,0.950000,0.035000,1.900000,19.000000,0.299718,4.078980,4.623306,50.8125,2.5611,64,1.607387e+05,false,false,6.17,NaN,0,false
12,10,0.950000,0.050000,1.900000,19.000000,0.401263,3.793938,4.495933,49.6875,2.3260,64,1.466061e+05,false,false,6.03,NaN,0,false
12,10,0.950000,0.080000,1.900000,19.000000,0.565612,3.011069,3.946793,41.1250,2.1164,61,8.743150e+04,false,false,5.55,NaN,0,false
12,10,0.950000,0.120000,1.900000,19.000000,0.721499,1.841347,2.974639,31.8438,1.8273,52,4.255328e+04,false,false,4.98,NaN,0,false
12,10,0.950000,0.200000,1.900000,19.000000,0.892626,0.654904,1.457134,19.7500,1.3463,38,1.131831e+04,false,false,4.32,NaN,0,false
12,10,1.100000,0.000000,2.200000,22.000000,0.000000,4.220269,4.220269,63.0000,0.0000,63,2.500470e+05,false,false,4.27,NaN,0,false
12,10,1.100000,0.005000,2.200000,22.000000,0.048890,4.277581,4.443167,63.0312,0.0708,64,2.504487e+05,false,false,6.77,NaN,0,false
12,10,1.100000,0.010000,2.200000,22.000000,0.095618,4.289346,4.488975,61.5938,1.3795,64,2.429641e+05,false,false,6.68,NaN,0,false
12,10,1.100000,0.020000,2.200000,22.000000,0.182927,4.202474,4.557015,55.0625,2.4092,64,1.939893e+05,false,false,6.48,NaN,0,false
12,10,1.100000,0.035000,2.200000,22.000000,0.299718,3.974035,4.494155,50.6875,2.5134,64,1.586626e+05,false,false,6.24,NaN,0,false
12,10,1.100000,0.050000,2.200000,22.000000,0.401263,3.641849,4.289543,46.9688,2.3889,63,1.282872e+05,false,false,5.97,NaN,0,false
12,10,1.100000,0.080000,2.200000,22.000000,0.565612,2.864696,3.820915,39.9688,2.3527,61,8.480891e+04,false,false,5.52,NaN,0,false
12,10,1.100000,0.120000,2.200000,22.000000,0.721499,1.913526,2.938498,31.3438,2.0653,53,4.399822e+04,false,false,4.99,NaN,0,false
12,10,1.100000,0.200000,2.200000,22.000000,0.892626,0.641309,1.450421,18.5000,1.4591,36,1.031131e+04,false,false,4.24,NaN,0,false
12,10,1.250000,0.000000,2.500000,25.000000,0.000000,3.972040,3.972040,62.0000,0.0000,62,2.383280e+05,false,false,4.30,NaN,0,false
12,10,1.250000,0.005000,2.500000,25.000000,0.048890,3.962835,3.988156,62.8438,0.0792,63,2.482275e+05,false,false,6.83,NaN,0,false
12,10,1.250000,0.010000,2.500000,25.000000,0.095618,3.970607,4.045745,61.8750,0.9659,63,2.414259e+05,false,false,6.68,NaN,0,false
12,10,1.250000,0.020000,2.500000,25.000000,0.182927,3.881345,4.081674,56.3750,2.1198,63,2.001838e+05,false,false,6.55,NaN,0,false
12,10,1.250000,0.035000,2.500000,25.000000,0.299718,3.619994,4.013295,50.1562,2.4139,63,1.520675e+05,false,false,6.20,NaN,0,false
12,10,1.250000,0.050000,2.500000,25.000000,0.401263,3.333976,3.914316,45.5000,2.3815,62,1.181000e+05,false,false,5.97,NaN,0,false
12,10,1.250000,0.080000,2.500000,25.000000,0.565612,2.630034,3.494123,36.3750,2.3052,60,6.737512e+04,false,false,5.36,NaN,0,false
12,10,1.250000,0.120000,2.500000,25.000000,0.721499,1.903473,2.799751,28.6875,2.1972,52,3.733425e+04,false,false,4.98,NaN,0,false
12,10,1.250000,0.200000,2.500000,25.000000,0.892626,0.766563,1.419300,17.9375,1.3955,32,9.100250e+03,false,false,4.13,NaN,0,false
12,10,1.400000,0.000000,2.800000,28.000000,0.000000,3.726331,3.726331,59.0000,0.0000,59,2.053790e+05,false,false,4.22,NaN,0,false
12,10,1.400000,0.005000,2.800000,28.000000,0.048890,3.676250,3.736948,59.7500,0.1004,60,2.133669e+05,false,false,6.75,NaN,0,false
12,10,1.400000,0.010000,2.800000,28.000000,0.095618,3.609466,3.743988,59.4062,0.1898,60,2.098466e+05,false,false,6.63,NaN,0,false
12,10,1.400000,0.020000,2.800000,28.000000,0.182927,3.528823,3.747030,55.4062,1.6157,60,1.819895e+05,false,false,6.49,NaN,0,false
12,10,1.400000,0.035000,2.800000,28.000000,0.299718,3.147569,3.690688,45.7812,2.2274,60,1.166646e+05,false,false,6.16,NaN,0,false
12,10,1.400000,0.050000,2.800000,28.000000,0.401263,2.899162,3.552017,41.9375,2.2943,60,9.448344e+04,false,false,5.82,NaN,0,false
12,10,1.400000,0.080000,2.800000,28.000000,0.565612,2.255669,3.375877,31.4688,2.5813,58,5.239666e+04,false,false,5.09,NaN,0,false
12,10,1.400000,0.120000,2.800000,28.000000,0.721499,1.751573,2.547478,24.9688,1.9841,51,2.544903e+04,false,false,4.76,NaN,0,false
12,10,1.400000,0.200000,2.800000,28.000000,0.892626,0.679274,1.225105,13.1562,1.0396,27,3.740469e+03,false,false,3.84,NaN,0,false
12,10,1.570800,0.000000,3.141600,31.416000,0.000000,2.399705,2.399705,16.0000,0.0000,16,4.096000e+03,false,false,2.42,NaN,0,false
12,10,1.570800,0.005000,3.141600,31.416000,0.048890,2.327048,2.398029,15.0000,0.4752,16,3.648000e+03,false,false,3.65,NaN,0,false
12,10,1.570800,0.010000,3.141600,31.416000,0.095618,2.280156,2.393229,14.2500,0.5940,16,3.312000e+03,false,false,3.40,NaN,0,false
12,10,1.570800,0.020000,3.141600,31.416000,0.182927,2.196595,2.374186,13.2500,0.7500,16,2.948000e+03,false,false,3.22,NaN,0,false
12,10,1.570800,0.035000,3.141600,31.416000,0.299718,1.933768,2.322317,11.0000,0.8231,16,2.024000e+03,false,false,2.82,NaN,0,false
12,10,1.570800,0.050000,3.141600,31.416000,0.401263,1.719945,2.220985,8.5625,0.7789,16,1.168250e+03,false,false,2.37,NaN,0,false
12,10,1.570800,0.080000,3.141600,31.416000,0.565612,1.357165,2.150447,6.4375,0.7553,16,6.992500e+02,false,false,2.03,NaN,0,false
12,10,1.570800,0.120000,3.141600,31.416000,0.721499,1.004190,1.617440,4.6875,0.4270,8,1.882500e+02,false,false,1.83,NaN,0,false
12,10,1.570800,0.200000,3.141600,31.416000,0.892626,0.453604,1.061681,3.5312,0.3419,8,9.015625e+01,false,false,1.54,NaN,0,false
12,10,1.900000,0.000000,3.800000,38.000000,0.000000,4.241035,4.241035,64.0000,0.0000,64,2.621440e+05,false,false,4.33,NaN,0,false
12,10,1.900000,0.005000,3.800000,38.000000,0.048890,4.237396,4.266128,63.7188,0.1208,64,2.587888e+05,false,false,6.80,NaN,0,false
12,10,1.900000,0.010000,3.800000,38.000000,0.095618,4.195541,4.308586,61.5312,1.3766,64,2.422080e+05,false,false,6.62,NaN,0,false
12,10,1.900000,0.020000,3.800000,38.000000,0.182927,4.016731,4.328313,55.3438,2.2699,64,1.935672e+05,false,false,6.39,NaN,0,false
12,10,1.900000,0.035000,3.800000,38.000000,0.299718,3.783466,4.286038,49.8438,2.5193,64,1.521984e+05,false,false,6.19,NaN,0,false
12,10,1.900000,0.050000,3.800000,38.000000,0.401263,3.442925,4.199587,45.9375,2.4695,64,1.227082e+05,false,false,5.93,NaN,0,false
12,10,1.900000,0.080000,3.800000,38.000000,0.565612,2.720267,3.616206,36.4688,2.2193,60,6.581466e+04,false,false,5.53,NaN,0,false
12,10,1.900000,0.120000,3.800000,38.000000,0.721499,1.790807,2.935789,27.6875,1.8861,56,3.111988e+04,false,false,4.87,NaN,0,false
12,10,1.900000,0.200000,3.800000,38.000000,0.892626,0.651335,1.377483,15.9062,1.0084,26,5.517531e+03,false,false,4.08,NaN,0,false
12,10,2.100000,0.000000,4.200000,42.000000,0.000000,3.887874,3.887874,60.0000,0.0000,60,2.160000e+05,false,false,4.30,NaN,0,false
12,10,2.100000,0.005000,4.200000,42.000000,0.048890,3.906561,4.030434,60.4375,0.1485,63,2.208844e+05,false,false,6.76,NaN,0,false
12,10,2.100000,0.010000,4.200000,42.000000,0.095618,3.887040,4.248030,59.5000,1.2795,63,2.184117e+05,false,false,6.61,NaN,0,false
12,10,2.100000,0.020000,4.200000,42.000000,0.182927,3.800371,4.229282,55.6562,2.0520,62,1.918655e+05,false,false,6.51,NaN,0,false
12,10,2.100000,0.035000,4.200000,42.000000,0.299718,3.614816,4.133122,51.5000,2.4292,63,1.630709e+05,false,false,6.20,NaN,0,false
12,10,2.100000,0.050000,4.200000,42.000000,0.401263,3.369235,4.041899,48.7188,2.4492,63,1.417440e+05,false,false,6.04,NaN,0,false
12,10,2.100000,0.080000,4.200000,42.000000,0.565612,2.627269,3.651694,39.2188,2.1945,60,7.837166e+04,false,false,5.54,NaN,0,false
12,10,2.100000,0.120000,4.200000,42.000000,0.721499,1.785287,2.883659,31.0938,1.9231,53,4.082716e+04,false,false,5.03,NaN,0,false
12,10,2.100000,0.200000,4.200000,42.000000,0.892626,0.643645,1.512426,18.9062,1.3696,36,1.005091e+04,false,false,4.25,NaN,0,false
12,10,2.400000,0.000000,4.800000,48.000000,0.000000,4.688769,4.688769,63.0000,0.0000,63,2.500470e+05,false,false,4.30,NaN,0,false
12,10,2.400000,0.005000,4.800000,48.000000,0.048890,4.696948,4.808556,63.8438,0.0792,64,2.602657e+05,false,false,6.72,NaN,0,false
12,10,2.400000,0.010000,4.800000,48.000000,0.095618,4.656925,4.748967,62.6250,0.9977,64,2.505103e+05,false,false,6.61,NaN,0,false
12,10,2.400000,0.020000,4.800000,48.000000,0.182927,4.475984,4.879004,56.0625,2.3044,64,2.011260e+05,false,false,6.41,NaN,0,false
12,10,2.400000,0.035000,4.800000,48.000000,0.299718,4.202130,4.771236,51.4375,2.4773,64,1.638477e+05,false,false,6.19,NaN,0,false
12,10,2.400000,0.050000,4.800000,48.000000,0.401263,3.925958,4.675162,50.0000,2.3636,64,1.498012e+05,false,false,6.04,NaN,0,false
12,10,2.400000,0.080000,4.800000,48.000000,0.565612,3.084498,4.053536,41.3125,2.2299,61,8.980919e+04,false,false,5.51,NaN,0,false
12,10,2.400000,0.120000,4.800000,48.000000,0.721499,1.978745,3.072198,31.7812,1.8326,54,4.208522e+04,false,false,4.93,NaN,0,false
12,10,2.400000,0.200000,4.800000,48.000000,0.892626,0.805363,1.715287,20.2500,1.3350,37,1.162556e+04,false,false,4.29,NaN,0,false
